200	0.244734456159144	20.270613675465
197.5	0.244645725212241	20.2706152551417
195	0.244594091553903	20.2706539321069
192.5	0.244037848860732	20.2701880000373
190	0.243551619135328	20.2697920809355
187.5	0.243316502136427	20.2696472745601
185	0.24357437301024	20.2699954560575
182.5	0.243260585380391	20.2697719790512
180	0.242911640954389	20.2695133452488
177.5	0.24251998979555	20.2692120047135
175	0.242557451153328	20.2693397766949
172.5	0.243034612838397	20.2699072490035
170	0.243269222694352	20.270232169483
167.5	0.243145990351366	20.2701992477636
165	0.243097008929741	20.2702405769655
162.5	0.243146574881049	20.2703804535404
160	0.243260310522171	20.2705844998051
157.5	0.243231136812728	20.2706456367192
155	0.243042525158959	20.270547335689
152.5	0.243106071594518	20.2707011927481
150	0.243133232433738	20.2708186642109
147.5	0.243422643012149	20.2711983854129
145	0.243592948303174	20.2714590013275
142.5	0.242885761666393	20.2708421253143
140	0.242660640463377	20.2707073147348
137.5	0.242586561386673	20.2707235462817
135	0.242600019658653	20.2708273151772
132.5	0.242566771065096	20.2708843772072
130	0.242511639669889	20.2709195564356
127.5	0.242422324623821	20.2709205520131
125	0.242110192610674	20.2706987306235
122.5	0.24194431801271	20.2706231666491
120	0.241696745250344	20.2704659045103
117.5	0.24161221108162	20.2704716809652
115	0.241667023364279	20.2706168038714
112.5	0.241554973864808	20.2705950649955
110	0.241241814945678	20.2703722166999
107.5	0.241140881511946	20.2703615938897
105	0.241233811936144	20.2705448349375
102.5	0.241327470775801	20.2707288044007
100	0.241265450625558	20.270757094874
97.5	0.240717100755219	20.2702990556273
95	0.240563737074638	20.2702360025703
92.5	0.240563714877585	20.2703262909968
90	0.240480015150418	20.2703329018932
87.5	0.240576335042757	20.2705195324091
85	0.240274338308925	20.2703078462988
82.5	0.239967760617386	20.2700915792308
80	0.239814496739584	20.2700286259766
77.5	0.239376462500903	20.2696809023615
75	0.237968131791021	20.2683628822752
72.5	0.236666965022327	20.26715202613
70	0.236133678893918	20.2667090506252
67.5	0.23659043954272	20.2672561218976
65	0.236971992906611	20.267727985885
62.5	0.236057808893225	20.2669041124952
60	0.236290874807906	20.2672274890334
57.5	0.234428526620093	20.2654554514692
55	0.233803121433514	20.2649203569062
52.5	0.231841158069937	20.2630487041662
50	0.23247174712569	20.2637696038455
47.5	0.231404001637252	20.2627921689806
45	0.230105606397139	20.2615840843641
42.5	0.229296669047955	20.2608654576384
40	0.229421760998338	20.2610808602124
37.5	0.230478762350657	20.2622281721883
35	0.228130470803084	20.2599701912643
32.5	0.226988671348625	20.2589187024334
30	0.226074134126574	20.2580944758349
27.5	0.223728566708704	20.2558392190406
25	0.224997913437083	20.2571988763925
22.5	0.226070884539865	20.2583621581189
20	0.224684878568603	20.2570664627712
17.5	0.222584717135845	20.255056611962
15	0.222263260628345	20.254825466078
12.5	0.224290201879782	20.256942717953
10	0.22518645268822	20.257929279385
7.5	0.222523002516763	20.2553561398372
5	0.221565341963416	20.2544887899074
2.5	0.222247611174094	20.2552613697416
0	0.222245413168142	20.2553494823592
-2.5	0.221576707771806	20.2547710875865
-5	0.222831821428514	20.2561165118667
-7.5	0.225826020351914	20.2592010214137
-10	0.225767722784802	20.2592330344702
-12.5	0.225114367928921	20.2586699902378
-15	0.225492112232288	20.2591380451648
-17.5	0.224502519194314	20.2582387627504
-20	0.223334317856029	20.2571608720356
-22.5	0.214351097337378	20.2482679621406
-25	0.155949691070372	20.1899568664971
-27.5	0.0649307962471859	20.0990282822975
-30	-0.0273529658297917	20.0068348308441
-32.5	-0.0922762671403632	19.9420018401571
-35	-0.142992697726243	19.8913757201948
-37.5	-0.176117035730599	19.858341692814
-40	-0.195989344037152	19.838559695131
-42.5	-0.212429841881427	19.8222095079103
-45	-0.224461008678539	19.8102686517367
-47.5	-0.227955971704922	19.8068639993339
-50	-0.232742174672897	19.8021681069895
-52.5	-0.238639568709146	19.7963610235768
-55	-0.242734537011604	19.7923563658979
-57.5	-0.244918523663024	19.7902626898701
-60	-0.245490594755026	19.7897809294016
-62.5	-0.24597407887871	19.7893877559015
-65	-0.246327070035221	19.7891250753686
-67.5	-0.246383355489989	19.7891591005374
-70	-0.24647581309171	19.7891569535592
-72.5	-0.246745879144633	19.7889771981298
-75	-0.24659053765923	19.7892228502388
-77.5	-0.246836593122072	19.7890671053995
-80	-0.247170465647564	19.7888235434976
-82.5	-0.247213883626735	19.788870436142
-85	-0.246806644416012	19.7893679859763
-87.5	-0.246785727868303	19.7894792131476
-90	-0.247079635098594	19.7892756165408
-92.5	-0.24684237367785	19.7896031885851
-95	-0.246855633421614	19.7896802394649
-97.5	-0.247345361146326	19.7892808223638
-100	-0.246981259647502	19.7897352344862
-102.5	-0.247360819885063	19.7894459848722
-105	-0.24743185816148	19.7894652572193
-107.5	-0.246901134555539	19.7900862914489
-110	-0.246684524001942	19.790393212626
-112.5	-0.24621544971593	19.7909525975356
-115	-0.246702615478945	19.7905557423961
-117.5	-0.24733940670944	19.7900092617892
-120	-0.246642743137592	19.7907962359846
-122.5	-0.246823670039468	19.7907056197063
-125	-0.246269187044138	19.7913504133252
-127.5	-0.244922674564194	19.7927872364287
-130	-0.245857534191419	19.7919426874251
-132.5	-0.246033202133496	19.7918573301065
-135	-0.246034749582993	19.7919460932806
-137.5	-0.247048228307374	19.7910229251798
-140	-0.245794839919462	19.7923666241913
-142.5	-0.244639300585042	19.7936124741493
-145	-0.242806746935141	19.7955353384227
-147.5	-0.240311220972444	19.798121175009
-150	-0.237869533293413	19.8006531733116
-152.5	-0.236849514444675	19.8017635027839
-155	-0.239289236190629	19.7994140916615
-157.5	-0.241238882989617	19.7975547554861
-160	-0.244462074906476	19.7944218741928
-162.5	-0.242737319679829	19.796236940043
-165	-0.244918993050685	19.7941455772957
-167.5	-0.248267667098784	19.7908872138712
-170	-0.248320062963874	19.7909251286296
-172.5	-0.244878749912406	19.7944567523047
-175	-0.242180053448035	19.7972457593926
-177.5	-0.243704001957482	19.7958121215067
-180	-0.244389158821374	19.7952172752664
-182.5	-0.243352812553884	19.7963439321575
-185	-0.242903597508931	19.796883457826
-187.5	-0.243811220154385	19.7960661458041
-190	-0.244053830271834	19.7959138463102
-192.5	-0.241229816515748	19.7988281706899
-195	-0.237752155704296	19.8023961421249
-197.5	-0.237134853124509	19.8031037553282
-200	-0.238021366286144	19.8023075527902
-197.5	-0.241069872840178	19.7993493568597
-195	-0.241846041678588	19.7986634986448
-192.5	-0.24141398719668	19.7991858637503
-190	-0.239727994649229	19.8009621669213
-187.5	-0.239177700320361	19.8016027718738
-185	-0.237833290985222	19.8030374918325
-182.5	-0.236556114247797	19.8044049791935
-180	-0.23621789432983	19.804833509735
-177.5	-0.23621989637649	19.8049218183119
-175	-0.239308066331233	19.8019239589807
